icd_code,icd_version,long_title
O3693X0,10,"Maternal care for fetal problem, unspecified, third trimester, not applicable or unspecified"
O402XX0,10,"Polyhydramnios, second trimester, not applicable or unspecified"
O402XX1,10,"Polyhydramnios, second trimester, fetus 1"
O402XX2,10,"Polyhydramnios, second trimester, fetus 2"
O402XX3,10,"Polyhydramnios, second trimester, fetus 3"
O403XX0,10,"Polyhydramnios, third trimester, not applicable or unspecified"
O403XX1,10,"Polyhydramnios, third trimester, fetus 1"
O403XX2,10,"Polyhydramnios, third trimester, fetus 2"
O4100X0,10,"Oligohydramnios, unspecified trimester, not applicable or unspecified"
O4101X0,10,"Oligohydramnios, first trimester, not applicable or unspecified"
O4102X0,10,"Oligohydramnios, second trimester, not applicable or unspecified"
O4102X1,10,"Oligohydramnios, second trimester, fetus 1"
O4102X2,10,"Oligohydramnios, second trimester, fetus 2"
O4103X0,10,"Oligohydramnios, third trimester, not applicable or unspecified"
O4103X1,10,"Oligohydramnios, third trimester, fetus 1"
O4103X2,10,"Oligohydramnios, third trimester, fetus 2"
O411020,10,"Infection of amniotic sac and membranes, unspecified, second trimester, not applicable or unspecified"
O411220,10,"Chorioamnionitis, second trimester, not applicable or unspecified"
O411221,10,"Chorioamnionitis, second trimester, fetus 1"
O411222,10,"Chorioamnionitis, second trimester, fetus 2"
O411230,10,"Chorioamnionitis, third trimester, not applicable or unspecified"
O411231,10,"Chorioamnionitis, third trimester, fetus 1"
O411232,10,"Chorioamnionitis, third trimester, fetus 2"
O411290,10,"Chorioamnionitis, unspecified trimester, not applicable or unspecified"
O418X10,10,"Other specified disorders of amniotic fluid and membranes, first trimester, not applicable or unspecified"
O418X20,10,"Other specified disorders of amniotic fluid and membranes, second trimester, not applicable or unspecified"
O418X30,10,"Other specified disorders of amniotic fluid and membranes, third trimester, not applicable or unspecified"
O418X90,10,"Other specified disorders of amniotic fluid and membranes, unspecified trimester, not applicable or unspecified"
O4200,10,"Premature rupture of membranes, onset of labor within 24 hours of rupture, unspecified weeks of gestation"
O42012,10,"Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, second trimester"
O42013,10,"Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, third trimester"
O4202,10,"Full-term premature rupture of membranes, onset of labor within 24 hours of rupture"
O42112,10,"Preterm premature rupture of membranes, onset of labor more than 24 hours following rupture, second trimester"
O42113,10,"Preterm premature rupture of membranes, onset of labor more than 24 hours following rupture, third trimester"
O4212,10,"Full-term premature rupture of membranes, onset of labor more than 24 hours following rupture"
O4290,10,"Premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, unspecified weeks of gestation"
O42912,10,"Preterm premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, second trimester"
O42913,10,"Preterm premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, third trimester"
O42919,10,"Preterm premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, unspecified trimester"
O4292,10,"Full-term premature rupture of membranes, unspecified as to length of time between rupture and onset of labor"
O43013,10,"Fetomaternal placental transfusion syndrome, third trimester"
O43022,10,"Fetus-to-fetus placental transfusion syndrome, second trimester"
O43103,10,"Malformation of placenta, unspecified, third trimester"
O43112,10,"Circumvallate placenta, second trimester"
O43113,10,"Circumvallate placenta, third trimester"
O43122,10,"Velamentous insertion of umbilical cord, second trimester"
O43123,10,"Velamentous insertion of umbilical cord, third trimester"
O43192,10,"Other malformation of placenta, second trimester"
O43193,10,"Other malformation of placenta, third trimester"
O43199,10,"Other malformation of placenta, unspecified trimester"
O43212,10,"Placenta accreta, second trimester"
O43213,10,"Placenta accreta, third trimester"
O43222,10,"Placenta increta, second trimester"
O43223,10,"Placenta increta, third trimester"
O43232,10,"Placenta percreta, second trimester"
O43233,10,"Placenta percreta, third trimester"
O43812,10,"Placental infarction, second trimester"
O43813,10,"Placental infarction, third trimester"
O43891,10,"Other placental disorders, first trimester"
O43892,10,"Other placental disorders, second trimester"
O43893,10,"Other placental disorders, third trimester"
O4402,10,"Complete placenta previa NOS or without hemorrhage, second trimester"
O4403,10,"Complete placenta previa NOS or without hemorrhage, third trimester"
O4412,10,"Complete placenta previa with hemorrhage, second trimester"
O4413,10,"Complete placenta previa with hemorrhage, third trimester"
O4423,10,"Partial placenta previa NOS or without hemorrhage, third trimester"
O4433,10,"Partial placenta previa with hemorrhage, third trimester"
O4442,10,"Low lying placenta NOS or without hemorrhage, second trimester"
O4443,10,"Low lying placenta NOS or without hemorrhage, third trimester"
O4452,10,"Low lying placenta with hemorrhage, second trimester"
O4453,10,"Low lying placenta with hemorrhage, third trimester"
O45022,10,"Premature separation of placenta with disseminated intravascular coagulation, second trimester"
O45023,10,"Premature separation of placenta with disseminated intravascular coagulation, third trimester"
O45093,10,"Premature separation of placenta with other coagulation defect, third trimester"
O458X2,10,"Other premature separation of placenta, second trimester"
O458X3,10,"Other premature separation of placenta, third trimester"
O4590,10,"Premature separation of placenta, unspecified, unspecified trimester"
O4592,10,"Premature separation of placenta, unspecified, second trimester"
O4593,10,"Premature separation of placenta, unspecified, third trimester"
O46093,10,"Antepartum hemorrhage with other coagulation defect, third trimester"
O468X1,10,"Other antepartum hemorrhage, first trimester"
O468X2,10,"Other antepartum hemorrhage, second trimester"
O468X3,10,"Other antepartum hemorrhage, third trimester"
O4691,10,"Antepartum hemorrhage, unspecified, first trimester"
O4692,10,"Antepartum hemorrhage, unspecified, second trimester"
O4693,10,"Antepartum hemorrhage, unspecified, third trimester"
O4702,10,"False labor before 37 completed weeks of gestation, second trimester"
O4703,10,"False labor before 37 completed weeks of gestation, third trimester"
O471,10,False labor at or after 37 completed weeks of gestation
O479,10,"False labor, unspecified"
O480,10,Post-term pregnancy
O481,10,Prolonged pregnancy
O6002,10,"Preterm labor without delivery, second trimester"
O6003,10,"Preterm labor without delivery, third trimester"
O6010X0,10,"Preterm labor with preterm delivery, unspecified trimester, not applicable or unspecified"
O6012X0,10,"Preterm labor second trimester with preterm delivery second trimester, not applicable or unspecified"
O6012X1,10,"Preterm labor second trimester with preterm delivery second trimester, fetus 1"
O6012X2,10,"Preterm labor second trimester with preterm delivery second trimester, fetus 2"
O6013X0,10,"Preterm labor second trimester with preterm delivery third trimester, not applicable or unspecified"
O6013X1,10,"Preterm labor second trimester with preterm delivery third trimester, fetus 1"
O6013X2,10,"Preterm labor second trimester with preterm delivery third trimester, fetus 2"
O6014X0,10,"Preterm labor third trimester with preterm delivery third trimester, not applicable or unspecified"
O6014X1,10,"Preterm labor third trimester with preterm delivery third trimester, fetus 1"
O6014X2,10,"Preterm labor third trimester with preterm delivery third trimester, fetus 2"
O6014X3,10,"Preterm labor third trimester with preterm delivery third trimester, fetus 3"
O6023X0,10,"Term delivery with preterm labor, third trimester, not applicable or unspecified"
O6023X1,10,"Term delivery with preterm labor, third trimester, fetus 1"
O6023X2,10,"Term delivery with preterm labor, third trimester, fetus 2"
O610,10,Failed medical induction of labor
O611,10,Failed instrumental induction of labor
O618,10,Other failed induction of labor
O619,10,"Failed induction of labor, unspecified"
O620,10,Primary inadequate contractions
O621,10,Secondary uterine inertia
O622,10,Other uterine inertia
O623,10,Precipitate labor
O624,10,"Hypertonic, incoordinate, and prolonged uterine contractions"
O628,10,Other abnormalities of forces of labor
O629,10,"Abnormality of forces of labor, unspecified"
O630,10,Prolonged first stage (of labor)
O631,10,Prolonged second stage (of labor)
O632,10,"Delayed delivery of second twin, triplet, etc."
O639,10,"Long labor, unspecified"
O640XX0,10,"Obstructed labor due to incomplete rotation of fetal head, not applicable or unspecified"
O641XX0,10,"Obstructed labor due to breech presentation, not applicable or unspecified"
O641XX1,10,"Obstructed labor due to breech presentation, fetus 1"
O641XX2,10,"Obstructed labor due to breech presentation, fetus 2"
O642XX0,10,"Obstructed labor due to face presentation, not applicable or unspecified"
O643XX0,10,"Obstructed labor due to brow presentation, not applicable or unspecified"
O645XX0,10,"Obstructed labor due to compound presentation, not applicable or unspecified"
O645XX2,10,"Obstructed labor due to compound presentation, fetus 2"
O648XX0,10,"Obstructed labor due to other malposition and malpresentation, not applicable or unspecified"
O650,10,Obstructed labor due to deformed pelvis
O651,10,Obstructed labor due to generally contracted pelvis
O654,10,"Obstructed labor due to fetopelvic disproportion, unspecified"
O655,10,Obstructed labor due to abnormality of maternal pelvic organs
O658,10,Obstructed labor due to other maternal pelvic abnormalities
O659,10,"Obstructed labor due to maternal pelvic abnormality, unspecified"
O660,10,Obstructed labor due to shoulder dystocia
O662,10,Obstructed labor due to unusually large fetus
O663,10,Obstructed labor due to other abnormalities of fetus
O6640,10,"Failed trial of labor, unspecified"
O6641,10,Failed attempted vaginal birth after previous cesarean delivery
O665,10,Attempted application of vacuum extractor and forceps
O668,10,Other specified obstructed labor
O669,10,"Obstructed labor, unspecified"
O670,10,Intrapartum hemorrhage with coagulation defect
O678,10,Other intrapartum hemorrhage
O679,10,"Intrapartum hemorrhage, unspecified"
O68,10,Labor and delivery complicated by abnormality of fetal acid-base balance
O690XX0,10,"Labor and delivery complicated by prolapse of cord, not applicable or unspecified"
O690XX1,10,"Labor and delivery complicated by prolapse of cord, fetus 1"
